case_id;date;start_of_week;start_of_month;translated_comments;sentiment;sentiment_rate;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-19545;2022-06-05;2022-06-05;2022-06-01;Phone support was okay, nothing remarkable.;neutral;3;phone;17;3;DETRACTOR;1;1;Grupo G,Grupo B,Grupo J,Grupo B;3;4;Grupo B;Transaction Error
CASE-23169;2025-02-15;2025-02-09;2025-02-01;The email team took forever and didn’t help.;negative;2;email;3484;1;DETRACTOR;0;0;Grupo A,Grupo A,Grupo I;2;3;Grupo I;Login Problems
CASE-27495;2024-10-26;2024-10-20;2024-10-01;I had a wonderful experience opening my account via phone.;positive;4;phone;11;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-17585;2024-10-08;2024-10-06;2024-10-01;The phone team was great at helping me with my card.;positive;5;chatbot;4;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Card Issues
CASE-25871;2025-01-04;2024-12-29;2025-01-01;The phone agent was fine, nothing standout.;neutral;3;phone;34;3;DETRACTOR;0;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-21319;2024-06-11;2024-06-09;2024-06-01;The chatbot made paying my bill so easy and fast.;positive;5;phone;22;5;PROMOTER;1;1;Grupo C,Grupo I;2;2;Grupo I;Account Setup
CASE-26180;2024-03-19;2024-03-17;2024-03-01;Email support was polite and answered all my questions.;positive;4;phone;5;5;PROMOTER;1;1;Grupo B,Grupo B,Grupo G;2;3;Grupo G;Fees Inquiry
CASE-19968;2024-09-10;2024-09-08;2024-09-01;The chatbot was average, did the job eventually.;neutral;3;email;1012;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Login Problems
CASE-24792;2023-08-01;2023-07-30;2023-08-01;The phone team was slow and unprofessional.;negative;2;email;2037;1;DETRACTOR;0;0;Grupo C,Grupo G,Grupo E;3;3;Grupo E;Payment Issues
CASE-28949;2023-09-02;2023-08-27;2023-09-01;The email response was decent, not great.;neutral;3;phone;36;3;DETRACTOR;0;1;Grupo A,Grupo A,Grupo A,Grupo I;2;4;Grupo I;Card Issues
CASE-25573;2024-01-23;2024-01-21;2024-01-01;Phone support was efficient and solved my problem fast.;positive;5;chatbot;6;5;PROMOTER;1;1;Grupo H,Grupo C;2;2;Grupo C;Loan Inquiry
CASE-28139;2023-02-17;2023-02-12;2023-02-01;The chatbot assisted with my bill payment perfectly.;positive;4;email;112;5;PROMOTER;1;0;Grupo I;1;1;Grupo I;Fees Inquiry
CASE-28310;2022-03-17;2022-03-13;2022-03-01;The chatbot made checking my rewards so simple.;positive;4;email;243;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-20314;2023-12-21;2023-12-17;2023-12-01;The email response was thorough and resolved my question.;positive;4;chatbot;5;5;PROMOTER;1;1;Grupo H,Grupo H;1;2;Grupo H;Balance Inquiry
CASE-15175;2023-12-20;2023-12-17;2023-12-01;The chatbot was fast and accurate with my inquiry.;positive;5;phone;5;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Login Problems
CASE-25960;2022-08-07;2022-08-07;2022-08-01;Email support was spot on, they fixed my login problem quickly.;positive;5;phone;9;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;General Inquiry
CASE-22661;2024-12-15;2024-12-15;2024-12-01;The phone agent didn’t listen to my complaint.;negative;2;chatbot;24;2;DETRACTOR;0;0;Grupo B,Grupo G;2;2;Grupo G;Login Problems
CASE-23423;2022-01-03;2022-01-02;2022-01-01;The email response was professional and to the point.;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo E,Grupo E;1;2;Grupo E;Loan Inquiry
CASE-21281;2024-04-21;2024-04-21;2024-04-01;The phone agent was great at explaining my loan terms.;positive;5;phone;11;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;General Inquiry
CASE-23979;2023-04-30;2023-04-30;2023-04-01;The phone team wasted my time with no solution.;negative;2;phone;75;1;DETRACTOR;0;0;Grupo J,Grupo J,Grupo H;2;3;Grupo H;Loan Inquiry
CASE-28759;2023-09-25;2023-09-24;2023-09-01;The phone agent was clueless about my account.;negative;1;phone;31;2;DETRACTOR;0;0;Grupo I,Grupo B,Grupo B;2;3;Grupo B;Login Problems
CASE-29696;2023-07-20;2023-07-16;2023-07-01;The chatbot couldn’t handle my payment issue.;negative;1;email;2275;1;DETRACTOR;0;0;Grupo I,Grupo D,Grupo H;3;3;Grupo H;Balance Inquiry
CASE-25704;2023-10-08;2023-10-08;2023-10-01;Phone support was quick and made my day better!;positive;5;phone;8;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-15444;2024-11-30;2024-11-24;2024-11-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;4;phone;16;4;PROMOTER;1;1;Grupo A,Grupo H,Grupo B;3;3;Grupo B;Payment Issues
CASE-24267;2023-04-10;2023-04-09;2023-04-01;Phone support was rude and disconnected me.;negative;1;phone;48;1;DETRACTOR;0;0;Grupo E,Grupo J;2;2;Grupo J;Loan Inquiry
CASE-24092;2024-03-18;2024-03-17;2024-03-01;The support team over the phone was incredibly helpful.;positive;4;phone;9;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-22477;2024-08-05;2024-08-04;2024-08-01;I love how efficient the phone support was today!;positive;4;email;294;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-18894;2022-08-22;2022-08-21;2022-08-01;The chatbot was average, did the job eventually.;neutral;3;chatbot;10;3;DETRACTOR;1;0;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-22907;2022-09-10;2022-09-04;2022-09-01;Phone support was outstanding and very helpful.;positive;5;phone;14;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-22947;2023-07-21;2023-07-16;2023-07-01;The email team took too long to fix my login issue.;negative;1;email;5590;1;DETRACTOR;0;1;Grupo E,Grupo B,Grupo H,Grupo J,Grupo D;5;5;Grupo D;Transaction Error
CASE-29802;2022-08-19;2022-08-14;2022-08-01;The agent on the phone explained my mortgage options clearly.;positive;4;phone;5;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-23723;2022-04-16;2022-04-10;2022-04-01;The phone team made my experience so pleasant today.;positive;4;phone;10;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-16023;2023-08-27;2023-08-27;2023-08-01;The phone representative was unhelpful and impatient.;negative;2;email;2077;1;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Card Issues
CASE-15409;2022-06-02;2022-05-29;2022-06-01;The chatbot helped me with my account balance quickly.;positive;4;phone;15;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-16525;2022-11-14;2022-11-13;2022-11-01;The email team solved my issue with a single reply.;positive;4;phone;5;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-29110;2025-01-18;2025-01-12;2025-01-01;The email support team was efficient and friendly.;positive;4;email;289;5;PROMOTER;1;1;Grupo A,Grupo B,Grupo J;3;3;Grupo J;Balance Inquiry
CASE-17754;2025-02-28;2025-02-23;2025-02-01;The chatbot was quick to assist with my payment query.;positive;4;email;144;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-25044;2023-07-19;2023-07-16;2023-07-01;Email support took a week to reply, ridiculous!;negative;2;email;2974;2;DETRACTOR;0;1;Grupo A,Grupo J,Grupo I,Grupo J;3;4;Grupo J;Fraud Report
CASE-21726;2022-10-30;2022-10-30;2022-10-01;The chatbot couldn’t reset my PIN properly.;negative;2;email;5675;1;DETRACTOR;0;0;Grupo E,Grupo H;2;2;Grupo H;Balance Inquiry
CASE-22398;2022-07-23;2022-07-17;2022-07-01;The phone team was unprofessional and unhelpful.;negative;2;phone;57;2;DETRACTOR;0;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-23642;2022-11-30;2022-11-27;2022-11-01;The email support team was efficient and friendly.;positive;4;email;195;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;General Inquiry
CASE-17079;2022-10-17;2022-10-16;2022-10-01;The support team over the phone was incredibly helpful.;positive;5;email;70;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Fees Inquiry
CASE-22335;2024-10-16;2024-10-13;2024-10-01;The email response was clear and professional.;positive;4;email;140;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-26282;2022-05-26;2022-05-22;2022-05-01;Super satisfied with the email response to my inquiry.;positive;4;email;134;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-21292;2024-12-31;2024-12-29;2024-12-01;The phone agent was alright, no big issues.;neutral;3;phone;15;4;PROMOTER;1;1;Grupo H,Grupo I;2;2;Grupo I;Account Setup
CASE-16359;2024-03-02;2024-02-25;2024-03-01;The email team helped me with my statement questions quickly.;positive;4;email;156;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-20105;2023-09-06;2023-09-03;2023-09-01;The email support team was professional and courteous.;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-19703;2022-09-02;2022-08-28;2022-09-01;Email support made resolving my issue so easy.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;General Inquiry
CASE-21138;2023-08-29;2023-08-27;2023-08-01;The chatbot assisted with my bill payment perfectly.;positive;5;phone;9;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-20166;2023-07-12;2023-07-09;2023-07-01;The chatbot kept crashing when I needed help.;negative;2;phone;70;2;DETRACTOR;0;1;Grupo H,Grupo F,Grupo G,Grupo I;4;4;Grupo I;Transaction Error
CASE-21817;2023-08-29;2023-08-27;2023-08-01;The email response was professional and to the point.;positive;4;chatbot;6;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-24602;2023-04-06;2023-04-02;2023-04-01;I waited on hold for an hour, this is unacceptable.;negative;2;chatbot;13;2;DETRACTOR;0;0;Grupo E,Grupo A,Grupo J,Grupo G,Grupo I;5;5;Grupo I;Login Problems
CASE-16684;2024-02-15;2024-02-11;2024-02-01;The email response was average, not bad.;neutral;3;email;1498;4;PROMOTER;0;1;Grupo A;1;1;Grupo A;Account Setup
CASE-26128;2023-04-08;2023-04-02;2023-04-01;The chatbot made banking so convenient, I love it!;positive;4;email;99;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-20277;2022-01-26;2022-01-23;2022-01-01;The email response was spot on and very professional.;positive;5;email;212;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-19572;2023-01-04;2023-01-01;2023-01-01;The phone agent gave me conflicting information.;negative;2;phone;82;2;DETRACTOR;0;0;Grupo G,Grupo A,Grupo D;3;3;Grupo D;Transaction Error
CASE-27617;2022-03-07;2022-03-06;2022-03-01;The chatbot assisted with my account setup smoothly.;positive;4;email;230;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-27604;2024-07-18;2024-07-14;2024-07-01;Email support didn’t bother to read my email.;negative;2;email;6943;1;DETRACTOR;0;0;Grupo C,Grupo F,Grupo E;3;3;Grupo E;Fraud Report
CASE-20071;2022-03-20;2022-03-20;2022-03-01;The agent on the phone explained my mortgage options clearly.;positive;4;phone;16;4;PROMOTER;1;1;Grupo E,Grupo G;2;2;Grupo G;Transaction Error
CASE-23914;2023-12-01;2023-11-26;2023-12-01;Email support was fair, nothing exciting.;neutral;3;phone;16;4;PROMOTER;1;0;Grupo A,Grupo A,Grupo B,Grupo F;3;4;Grupo F;Loan Inquiry
CASE-26002;2023-07-10;2023-07-09;2023-07-01;The phone team was alright, no complaints.;neutral;3;chatbot;10;3;DETRACTOR;1;0;Grupo E,Grupo E,Grupo E;1;3;Grupo E;Card Issues
CASE-27908;2023-08-07;2023-08-06;2023-08-01;The chatbot made paying my bill so easy and fast.;positive;5;email;150;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-20060;2023-03-20;2023-03-19;2023-03-01;The chatbot couldn’t handle my payment issue.;negative;2;phone;32;2;DETRACTOR;0;1;Grupo E,Grupo H,Grupo I,Grupo C,Grupo H;4;5;Grupo H;Login Problems
CASE-16153;2022-11-27;2022-11-27;2022-11-01;The chatbot couldn’t reset my PIN properly.;negative;2;phone;52;1;DETRACTOR;0;0;Grupo H,Grupo F;2;2;Grupo F;Login Problems
CASE-16232;2025-01-15;2025-01-12;2025-01-01;Phone support was quick and made my day better!;positive;5;email;164;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-18983;2024-06-05;2024-06-02;2024-06-01;Email support was fair, nothing special.;neutral;3;phone;30;4;PROMOTER;1;0;Grupo B,Grupo A;2;2;Grupo A;Balance Inquiry
CASE-27821;2024-12-17;2024-12-15;2024-12-01;The chatbot gave me wrong loan terms info.;negative;2;chatbot;36;1;DETRACTOR;0;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-29034;2023-12-30;2023-12-24;2023-12-01;I waited forever on the phone, and they didn’t help.;negative;2;phone;87;1;DETRACTOR;0;0;Grupo I,Grupo A,Grupo C;3;3;Grupo C;Card Issues
CASE-15856;2023-12-08;2023-12-03;2023-12-01;The phone agent was unhelpful with my fees.;negative;1;chatbot;18;1;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Login Problems
CASE-23946;2024-11-18;2024-11-17;2024-11-01;The phone agent helped me set up alerts with ease.;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo D,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-24575;2024-10-08;2024-10-06;2024-10-01;The email response was professional and to the point.;positive;4;chatbot;5;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Fees Inquiry
CASE-24150;2023-05-30;2023-05-28;2023-05-01;The phone team was great at helping me with my card.;positive;5;email;114;4;PROMOTER;1;1;Grupo F,Grupo G,Grupo B;3;3;Grupo B;Card Issues
CASE-27111;2022-03-27;2022-03-27;2022-03-01;Phone support handled my transfer request flawlessly.;positive;5;phone;17;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-23397;2024-08-19;2024-08-18;2024-08-01;The chatbot was quick to assist with my payment query.;positive;4;chatbot;4;5;PROMOTER;1;1;Grupo A,Grupo F;2;2;Grupo F;Account Setup
CASE-18806;2023-08-02;2023-07-30;2023-08-01;The phone agent was clueless about my account.;negative;2;phone;48;1;DETRACTOR;0;1;Grupo C,Grupo J,Grupo D;3;3;Grupo D;Payment Issues
CASE-29287;2023-10-25;2023-10-22;2023-10-01;The phone team was slow and didn’t care.;negative;2;phone;129;1;DETRACTOR;0;0;Grupo E,Grupo I,Grupo I,Grupo G,Grupo H;4;5;Grupo H;Login Problems
CASE-23285;2022-02-16;2022-02-13;2022-02-01;The chatbot kept crashing when I needed help.;negative;1;phone;64;1;DETRACTOR;0;0;Grupo E,Grupo E,Grupo I;2;3;Grupo I;Transaction Error
CASE-21237;2022-04-30;2022-04-24;2022-04-01;Email support didn’t even read my message properly.;negative;2;chatbot;12;1;DETRACTOR;0;0;Grupo H,Grupo J,Grupo H,Grupo D;3;4;Grupo D;Card Issues
CASE-23467;2022-06-03;2022-05-29;2022-06-01;The phone agent was fine, nothing remarkable.;neutral;3;email;566;4;PROMOTER;1;0;Grupo E,Grupo B,Grupo B,Grupo J;3;4;Grupo J;Transaction Error
CASE-16846;2024-05-22;2024-05-19;2024-05-01;The chatbot answered all my questions perfectly, amazing!;positive;5;phone;12;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Card Issues
CASE-24139;2024-10-30;2024-10-27;2024-10-01;The chatbot couldn’t handle my simple transfer request.;negative;1;chatbot;10;2;DETRACTOR;1;0;Grupo H,Grupo I,Grupo F,Grupo D;4;4;Grupo D;Login Problems
CASE-21864;2023-01-04;2023-01-01;2023-01-01;The phone agent helped me set up alerts with ease.;positive;5;email;180;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-15488;2023-10-13;2023-10-08;2023-10-01;The chatbot guided me through online banking setup flawlessly.;positive;5;phone;14;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Login Problems
CASE-18577;2023-05-20;2023-05-14;2023-05-01;The chatbot answered my loan question in seconds.;positive;4;email;136;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-28324;2022-03-29;2022-03-27;2022-03-01;The chatbot answered my mortgage question accurately.;positive;4;email;97;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Login Problems
CASE-28536;2022-06-13;2022-06-12;2022-06-01;The chatbot made resetting my PIN so simple.;positive;5;email;171;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Account Setup
CASE-29500;2024-08-24;2024-08-18;2024-08-01;The chatbot helped me track my transaction effortlessly.;positive;5;phone;11;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-28166;2023-09-21;2023-09-17;2023-09-01;Phone support was a nightmare, no help at all.;negative;1;email;4072;2;DETRACTOR;0;0;Grupo H,Grupo F,Grupo G;3;3;Grupo G;Transaction Error
CASE-29058;2022-09-03;2022-08-28;2022-09-01;The chatbot was a lifesaver when I needed to block my card.;positive;4;phone;14;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-17805;2024-10-14;2024-10-13;2024-10-01;The email team didn’t address my issue at all.;negative;1;email;2786;1;DETRACTOR;0;0;Grupo A,Grupo I;2;2;Grupo I;Login Problems
CASE-20464;2024-03-01;2024-02-25;2024-03-01;Phone support was slow and didn’t fix my card issue.;negative;1;chatbot;22;1;DETRACTOR;0;1;Grupo D,Grupo E,Grupo I;3;3;Grupo I;Loan Inquiry
CASE-28774;2025-01-11;2025-01-05;2025-01-01;The email response was prompt and very clear.;positive;4;chatbot;1;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-20559;2022-01-10;2022-01-09;2022-01-01;The staff made transferring funds so easy and stress-free.;positive;5;email;218;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-25401;2023-10-02;2023-10-01;2023-10-01;The chatbot made checking my interest rates so simple.;positive;5;email;174;5;PROMOTER;1;1;Grupo E,Grupo J;2;2;Grupo J;Loan Inquiry
CASE-23592;2024-09-09;2024-09-08;2024-09-01;The chatbot gave me outdated info about my fees.;negative;1;phone;101;2;DETRACTOR;0;0;Grupo E,Grupo J,Grupo J,Grupo F;3;4;Grupo F;Transaction Error
CASE-22394;2024-05-16;2024-05-12;2024-05-01;The call center staff was patient and resolved my payment issue.;positive;4;chatbot;6;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Transaction Error
CASE-25562;2022-07-02;2022-06-26;2022-07-01;The chatbot crashed during my payment request.;negative;1;phone;54;2;DETRACTOR;0;0;Grupo E,Grupo H,Grupo H,Grupo E;2;4;Grupo E;Balance Inquiry
CASE-17979;2022-01-06;2022-01-02;2022-01-01;The phone agent was rude and didn’t solve my issue.;negative;2;email;1935;2;DETRACTOR;0;0;Grupo J,Grupo F,Grupo I;3;3;Grupo I;Payment Issues
CASE-28393;2023-02-01;2023-01-29;2023-02-01;Phone support was outstanding and very helpful.;positive;4;chatbot;1;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-21018;2022-10-29;2022-10-23;2022-10-01;Phone support handled my transfer request flawlessly.;positive;4;email;190;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-26279;2023-05-25;2023-05-21;2023-05-01;Email support was excellent and very responsive.;positive;4;phone;18;5;PROMOTER;1;0;Grupo I,Grupo C;2;2;Grupo C;Card Issues
CASE-19493;2022-02-14;2022-02-13;2022-02-01;The email response was clear and solved my problem.;positive;5;phone;8;4;PROMOTER;1;1;Grupo I,Grupo F,Grupo E;3;3;Grupo E;Loan Inquiry
CASE-15309;2024-07-26;2024-07-21;2024-07-01;The chatbot answered my mortgage question accurately.;positive;5;email;165;4;PROMOTER;1;1;Grupo C,Grupo A,Grupo A;2;3;Grupo A;Account Setup
CASE-20001;2022-03-03;2022-02-27;2022-03-01;Email support was polite and answered all my questions.;positive;5;email;217;5;PROMOTER;1;1;Grupo A,Grupo B;2;2;Grupo B;Card Issues
CASE-24340;2022-08-29;2022-08-28;2022-08-01;The email team ignored my urgent request.;negative;1;chatbot;20;2;DETRACTOR;0;1;Grupo B,Grupo C,Grupo I;3;3;Grupo I;Fraud Report
CASE-18303;2023-10-03;2023-10-01;2023-10-01;The phone team was neutral, solved my query.;neutral;3;email;979;4;PROMOTER;1;0;Grupo A,Grupo A,Grupo F,Grupo G;3;4;Grupo G;Card Issues
CASE-15727;2023-02-22;2023-02-19;2023-02-01;The phone agent walked me through everything step-by-step.;positive;4;phone;17;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-15195;2022-12-31;2022-12-25;2022-12-01;Email support was useless, they didn’t even try.;negative;2;phone;65;1;DETRACTOR;0;1;Grupo F,Grupo I,Grupo I,Grupo B;3;4;Grupo B;Card Issues
CASE-22655;2023-01-21;2023-01-15;2023-01-01;The phone agent gave me conflicting information.;negative;1;chatbot;45;2;DETRACTOR;0;0;Grupo E,Grupo E;1;2;Grupo E;Balance Inquiry
CASE-19843;2024-08-16;2024-08-11;2024-08-01;The chatbot couldn’t handle my simple transfer request.;negative;2;email;2236;2;DETRACTOR;0;0;Grupo H,Grupo G,Grupo H;2;3;Grupo H;Transaction Error
CASE-22098;2023-12-18;2023-12-17;2023-12-01;The email team ignored my urgent request.;negative;2;email;3066;1;DETRACTOR;0;0;Grupo C,Grupo B;2;2;Grupo B;Payment Issues
CASE-25638;2022-10-29;2022-10-23;2022-10-01;The phone team wasted my time with no solution.;negative;2;email;4202;2;DETRACTOR;0;0;Grupo J,Grupo J,Grupo J,Grupo A;2;4;Grupo A;Account Setup
CASE-27631;2023-09-14;2023-09-10;2023-09-01;The phone agent fixed my issue with a great attitude.;positive;4;chatbot;3;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-25096;2022-06-12;2022-06-12;2022-06-01;The email response was generic and useless.;negative;1;chatbot;12;1;DETRACTOR;0;1;Grupo A,Grupo J,Grupo H,Grupo J;3;4;Grupo J;Card Issues
CASE-26999;2022-12-06;2022-12-04;2022-12-01;Phone support was regular, solved my problem.;neutral;3;chatbot;7;4;PROMOTER;1;1;Grupo E,Grupo E;1;2;Grupo E;Payment Issues
CASE-19664;2022-06-08;2022-06-05;2022-06-01;Phone support was decent, got the job done.;neutral;3;phone;34;4;PROMOTER;0;1;Grupo B,Grupo E,Grupo A;3;3;Grupo A;Card Issues
CASE-17587;2022-06-14;2022-06-12;2022-06-01;The agent on the phone explained my mortgage options clearly.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-24709;2025-02-03;2025-02-02;2025-02-01;Phone support was excellent, they helped me with my statement.;positive;5;email;233;4;PROMOTER;1;1;Grupo J,Grupo I;2;2;Grupo I;Account Setup
