case_id,date,start_of_week,start_of_month,translated_comments,sentiment,sentiment_rate,resolution_time_min,csat_rating_received,group_name_history,groups,total_groups,channel_email,channel_phone,classification_PROMOTER,resolved_in_sla_1,first_touch_resolution_1,csat_rated_group_name_Grupo B,csat_rated_group_name_Grupo C,csat_rated_group_name_Grupo D,csat_rated_group_name_Grupo E,csat_rated_group_name_Grupo F,csat_rated_group_name_Grupo G,csat_rated_group_name_Grupo H,csat_rated_group_name_Grupo I,csat_rated_group_name_Grupo J,issue_classification_Balance Inquiry,issue_classification_Card Issues,issue_classification_Fees Inquiry,issue_classification_Fraud Report,issue_classification_General Inquiry,issue_classification_Loan Inquiry,issue_classification_Login Problems,issue_classification_Payment Issues,issue_classification_Transaction Error,Key,Tipo_Outlier,Metodo_Seleccionado
CASE-19280,2022-11-15,2022-11-13,2022-11-01,I had a horrible experience with the phone support.,negative,1,6220,1,"Grupo D,Grupo B,Grupo B,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-19280,Superior,MinCovDet
CASE-25173,2022-07-12,2022-07-10,2022-07-01,The phone team made me wait and then hung up.,negative,2,94,2,"Grupo F,Grupo B,Grupo A,Grupo D,Grupo H",5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-25173,Superior,MinCovDet
CASE-24331,2022-11-05,2022-10-30,2022-11-01,The chatbot couldn’t process my balance request.,negative,1,42,1,"Grupo B,Grupo F,Grupo G,Grupo F",3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-24331,Superior,MinCovDet
CASE-26131,2022-07-14,2022-07-10,2022-07-01,"Email support took a week to reply, ridiculous!",negative,1,55,1,"Grupo G,Grupo A,Grupo E,Grupo E",3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-26131,Superior,MinCovDet
CASE-15836,2022-09-08,2022-09-04,2022-09-01,The phone team was slow and unprofessional.,negative,2,8246,1,"Grupo I,Grupo C,Grupo E,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-15836,Superior,MinCovDet
CASE-18443,2022-11-28,2022-11-27,2022-11-01,The phone team was slow and unprofessional.,negative,1,4990,2,"Grupo C,Grupo D,Grupo B,Grupo E,Grupo I",5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,CASE-18443,Superior,MinCovDet
CASE-21867,2023-06-20,2023-06-18,2023-06-01,The phone agent refused to escalate my issue.,negative,1,1800,1,"Grupo F,Grupo C,Grupo B,Grupo I,Grupo D",5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-21867,Superior,MinCovDet
CASE-22665,2023-07-24,2023-07-23,2023-07-01,The chatbot couldn’t handle my simple question.,negative,1,5098,2,"Grupo A,Grupo G,Grupo I,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-22665,Superior,MinCovDet
CASE-18594,2024-12-19,2024-12-15,2024-12-01,The email response was delayed and unhelpful.,negative,1,1714,2,"Grupo A,Grupo I,Grupo F,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CASE-18594,Superior,MinCovDet
CASE-18485,2022-10-01,2022-09-25,2022-10-01,Phone support was slow and didn’t fix my card issue.,negative,1,2248,1,"Grupo D,Grupo F,Grupo J,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-18485,Superior,MinCovDet
CASE-22020,2022-07-04,2022-07-03,2022-07-01,"Email support was terrible, they ignored me.",negative,1,4646,1,"Grupo J,Grupo J",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CASE-22020,Superior,MinCovDet
CASE-19758,2024-12-01,2024-12-01,2024-12-01,Email support was a complete letdown.,negative,1,4317,2,"Grupo B,Grupo C,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-19758,Superior,MinCovDet
CASE-23451,2024-12-07,2024-12-01,2024-12-01,The email team ignored my urgent card issue.,negative,2,44,1,"Grupo H,Grupo J,Grupo I,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-23451,Superior,MinCovDet
CASE-23915,2023-10-29,2023-10-29,2023-10-01,The chatbot gave me outdated info about my fees.,negative,2,2734,1,"Grupo E,Grupo E,Grupo E",1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-23915,Superior,MinCovDet
CASE-17040,2024-03-22,2024-03-17,2024-03-01,Phone support was disrespectful and unhelpful.,negative,1,4189,1,"Grupo I,Grupo A",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-17040,Superior,MinCovDet
CASE-21950,2024-12-02,2024-12-01,2024-12-01,The phone representative was unhelpful and impatient.,negative,1,22,1,"Grupo E,Grupo H,Grupo J,Grupo A,Grupo D",5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-21950,Superior,MinCovDet
CASE-22204,2024-10-12,2024-10-06,2024-10-01,The chatbot kept looping with no solution.,negative,2,48,1,"Grupo I,Grupo C,Grupo C,Grupo F,Grupo D",4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22204,Superior,MinCovDet
CASE-24242,2022-06-11,2022-06-05,2022-06-01,"Email support was terrible, they ignored me.",negative,2,7195,2,"Grupo G,Grupo I,Grupo G,Grupo E",3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-24242,Superior,MinCovDet
CASE-29722,2024-12-20,2024-12-15,2024-12-01,The chatbot couldn’t handle my simple transfer request.,negative,2,110,1,"Grupo D,Grupo I,Grupo D,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-29722,Superior,MinCovDet
CASE-28418,2022-07-20,2022-07-17,2022-07-01,Phone support was rude and disconnected me.,negative,2,5057,2,"Grupo J,Grupo F",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-28418,Superior,MinCovDet
CASE-25488,2024-06-10,2024-06-09,2024-06-01,Email support ignored my complaint completely.,negative,2,92,1,"Grupo C,Grupo E,Grupo B,Grupo D,Grupo I",5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-25488,Superior,MinCovDet
CASE-20252,2022-09-27,2022-09-25,2022-09-01,The chatbot gave me wrong loan terms info.,negative,2,6699,2,"Grupo J,Grupo J,Grupo D,Grupo J",2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-20252,Superior,MinCovDet
CASE-26246,2023-06-15,2023-06-11,2023-06-01,"The phone service was awful, no one knew what to do.",negative,1,90,1,"Grupo I,Grupo A,Grupo B,Grupo A,Grupo D",4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-26246,Superior,MinCovDet
CASE-19869,2024-12-22,2024-12-22,2024-12-01,The chatbot failed to assist with my rewards query.,negative,2,5825,1,"Grupo J,Grupo F,Grupo B,Grupo I",4,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-19869,Superior,MinCovDet
CASE-20697,2024-09-27,2024-09-22,2024-09-01,The chatbot couldn’t help with my card replacement.,negative,1,3802,2,"Grupo D,Grupo J,Grupo J,Grupo E",3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-20697,Superior,MinCovDet
CASE-20935,2023-07-02,2023-07-02,2023-07-01,The email response was rude and incomplete.,negative,1,2839,1,"Grupo D,Grupo H,Grupo D,Grupo G,Grupo B",4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-20935,Superior,MinCovDet
CASE-23486,2022-03-06,2022-03-06,2022-03-01,The chatbot couldn’t assist with my statement.,negative,1,2866,2,"Grupo D,Grupo D,Grupo G,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-23486,Superior,MinCovDet
CASE-28286,2024-08-26,2024-08-25,2024-08-01,Phone support was rude and disconnected me.,negative,2,32,1,"Grupo G,Grupo E,Grupo G,Grupo A,Grupo F",4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-28286,Superior,MinCovDet
CASE-22138,2024-10-13,2024-10-13,2024-10-01,The phone agent was clueless about my account.,negative,2,1868,1,"Grupo A,Grupo I,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-22138,Superior,MinCovDet
CASE-21429,2025-01-15,2025-01-12,2025-01-01,The chatbot couldn’t handle my simple question.,negative,2,2430,1,"Grupo H,Grupo D,Grupo G,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-21429,Superior,MinCovDet
CASE-24114,2023-12-27,2023-12-24,2023-12-01,"I waited on hold for an hour, this is unacceptable.",negative,2,4146,1,"Grupo G,Grupo E,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-24114,Superior,MinCovDet
CASE-16077,2024-03-04,2024-03-03,2024-03-01,The chatbot gave me irrelevant answers every time.,negative,1,12,1,"Grupo C,Grupo D,Grupo F,Grupo G,Grupo B",5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-16077,Superior,MinCovDet
CASE-22913,2024-04-06,2024-03-31,2024-04-01,The chatbot gave me incorrect balance info.,negative,1,4553,1,"Grupo H,Grupo E,Grupo C,Grupo D",4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-22913,Superior,MinCovDet
CASE-29941,2022-07-12,2022-07-10,2022-07-01,The phone agent didn’t care about my complaint.,negative,2,50,1,"Grupo G,Grupo G,Grupo I,Grupo G",2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CASE-29941,Superior,MinCovDet
CASE-18177,2023-07-29,2023-07-23,2023-07-01,The chatbot failed to help with my balance inquiry.,negative,1,7013,1,"Grupo J,Grupo E,Grupo D,Grupo C,Grupo B",5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18177,Superior,MinCovDet
CASE-16715,2022-05-20,2022-05-15,2022-05-01,The phone team was slow and didn’t care.,negative,2,2672,1,"Grupo A,Grupo B,Grupo J,Grupo J,Grupo J",3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CASE-16715,Superior,MinCovDet
CASE-19236,2022-10-30,2022-10-30,2022-10-01,The chatbot failed to process my payment request.,negative,1,2816,1,"Grupo B,Grupo A,Grupo J,Grupo H",4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-19236,Superior,MinCovDet
CASE-28162,2023-02-03,2023-01-29,2023-02-01,The email response was vague and unhelpful.,negative,1,4712,1,"Grupo D,Grupo J",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,CASE-28162,Superior,MinCovDet
CASE-18141,2022-09-12,2022-09-11,2022-09-01,"Phone support was a nightmare, no help at all.",negative,1,82,1,"Grupo H,Grupo G,Grupo I,Grupo D",4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-18141,Superior,MinCovDet
CASE-24509,2023-12-31,2023-12-31,2023-12-01,The email response was sloppy and unclear.,negative,1,6456,1,"Grupo C,Grupo F,Grupo F",2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-24509,Superior,MinCovDet
CASE-27291,2022-09-30,2022-09-25,2022-09-01,The email team didn’t address my issue at all.,negative,2,42,1,"Grupo I,Grupo C,Grupo B,Grupo F,Grupo F",4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-27291,Superior,MinCovDet
CASE-21137,2022-05-23,2022-05-22,2022-05-01,"I waited on hold for an hour, this is unacceptable.",negative,1,6219,1,"Grupo A,Grupo B,Grupo C",3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-21137,Superior,MinCovDet
CASE-26212,2024-05-19,2024-05-19,2024-05-01,"The phone service was awful, no one knew what to do.",negative,2,3424,1,"Grupo A,Grupo J,Grupo A",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-26212,Superior,MinCovDet
CASE-22064,2022-11-23,2022-11-20,2022-11-01,Email support was a complete letdown.,negative,2,3124,2,"Grupo G,Grupo F,Grupo J,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-22064,Superior,MinCovDet
CASE-22248,2022-01-18,2022-01-16,2022-01-01,The email team took too long to fix my login issue.,negative,2,4320,1,"Grupo J,Grupo D,Grupo I",3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-22248,Superior,MinCovDet
CASE-16660,2022-05-27,2022-05-22,2022-05-01,"Email support was useless, they didn’t even try.",negative,2,6699,2,"Grupo F,Grupo B,Grupo C",3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-16660,Superior,MinCovDet
CASE-16711,2024-10-10,2024-10-06,2024-10-01,The chatbot gave me wrong loan terms info.,negative,1,5337,1,"Grupo H,Grupo I",2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-16711,Superior,MinCovDet
CASE-15706,2025-02-26,2025-02-23,2025-02-01,The email response was vague and frustrating.,negative,2,1709,2,"Grupo F,Grupo F,Grupo G,Grupo I,Grupo F",3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-15706,Superior,MinCovDet
CASE-24962,2023-06-26,2023-06-25,2023-06-01,The phone team made me wait and then hung up.,negative,2,7053,1,"Grupo H,Grupo D,Grupo F,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-24962,Superior,MinCovDet
CASE-15461,2023-12-02,2023-11-26,2023-12-01,The chatbot kept crashing when I needed help.,negative,2,2149,2,"Grupo G,Grupo I,Grupo E,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-15461,Superior,MinCovDet
CASE-22366,2023-12-19,2023-12-17,2023-12-01,The chatbot failed to assist with my rewards query.,negative,1,2424,2,"Grupo F,Grupo A,Grupo B,Grupo H",4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CASE-22366,Superior,MinCovDet
CASE-22806,2023-12-25,2023-12-24,2023-12-01,The chatbot couldn’t understand my simple question.,negative,2,4594,2,"Grupo C,Grupo G,Grupo C,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-22806,Superior,MinCovDet
CASE-17306,2022-01-08,2022-01-02,2022-01-01,"I waited forever on the phone, and they didn’t help.",negative,1,6199,2,"Grupo E,Grupo J,Grupo J,Grupo F,Grupo A",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-17306,Superior,MinCovDet
CASE-26499,2022-01-04,2022-01-02,2022-01-01,The chatbot gave me outdated info about my fees.,negative,2,7479,2,"Grupo E,Grupo G,Grupo I,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-26499,Superior,MinCovDet
CASE-26716,2025-01-23,2025-01-19,2025-01-01,The chatbot couldn’t help with my card replacement.,negative,1,5842,2,"Grupo C,Grupo A,Grupo J,Grupo H,Grupo C",4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-26716,Superior,MinCovDet
CASE-17739,2024-06-01,2024-05-26,2024-06-01,The chatbot gave me wrong payment instructions.,negative,1,4108,1,"Grupo B,Grupo D",2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-17739,Superior,MinCovDet
CASE-22122,2024-07-30,2024-07-28,2024-07-01,The phone agent didn’t understand my issue.,negative,2,93,1,"Grupo A,Grupo G,Grupo D,Grupo A",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-22122,Superior,MinCovDet
CASE-27651,2024-09-22,2024-09-22,2024-09-01,Email support didn’t even try to fix my issue.,negative,2,53,1,"Grupo B,Grupo C,Grupo C,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-27651,Superior,MinCovDet
CASE-18109,2024-01-24,2024-01-21,2024-01-01,The email response was late and irrelevant.,negative,2,109,1,"Grupo C,Grupo H,Grupo C,Grupo E",3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-18109,Superior,MinCovDet
CASE-27186,2022-11-21,2022-11-20,2022-11-01,The chatbot failed to reset my password correctly.,negative,1,3842,1,"Grupo F,Grupo H,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-27186,Superior,MinCovDet
CASE-21804,2023-12-09,2023-12-03,2023-12-01,The chatbot failed to answer my mortgage question.,negative,1,103,1,"Grupo C,Grupo A,Grupo B,Grupo C,Grupo G",4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-21804,Superior,MinCovDet
CASE-17380,2024-06-29,2024-06-23,2024-06-01,The email response was late and irrelevant.,negative,2,4347,1,"Grupo B,Grupo B",1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-17380,Superior,MinCovDet
CASE-24401,2025-02-18,2025-02-16,2025-02-01,The chatbot failed to assist with my rewards query.,negative,2,49,1,"Grupo D,Grupo D,Grupo G,Grupo F,Grupo B",4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-24401,Superior,MinCovDet
CASE-22528,2023-01-07,2023-01-01,2023-01-01,Email support was slow and totally useless.,negative,1,5084,2,"Grupo G,Grupo C,Grupo J,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22528,Superior,MinCovDet
CASE-15701,2022-05-19,2022-05-15,2022-05-01,The chatbot misunderstood my loan inquiry completely.,negative,1,9099,1,"Grupo B,Grupo C,Grupo C,Grupo C",2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-15701,Superior,MinCovDet
CASE-19486,2022-11-04,2022-10-30,2022-11-01,The chatbot failed to process my payment request.,negative,1,5263,2,"Grupo I,Grupo C,Grupo C",2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-19486,Superior,MinCovDet
CASE-23990,2023-12-16,2023-12-10,2023-12-01,The chatbot gave me outdated info about my fees.,negative,1,3273,2,"Grupo B,Grupo A,Grupo F,Grupo E,Grupo A",4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-23990,Superior,MinCovDet
CASE-20296,2022-12-14,2022-12-11,2022-12-01,The phone agent refused to escalate my issue.,negative,2,2181,1,"Grupo G,Grupo E,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-20296,Superior,MinCovDet
CASE-29218,2022-10-06,2022-10-02,2022-10-01,The email team ignored my urgent card issue.,negative,1,49,2,"Grupo B,Grupo E,Grupo F,Grupo G,Grupo A",5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-29218,Superior,MinCovDet
CASE-29919,2023-07-25,2023-07-23,2023-07-01,The chatbot crashed when I asked about my loan.,negative,2,28,1,"Grupo H,Grupo A,Grupo F,Grupo F,Grupo F",3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-29919,Superior,MinCovDet
CASE-23965,2023-08-21,2023-08-20,2023-08-01,The email response was vague and frustrating.,negative,2,5117,1,"Grupo D,Grupo G",2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CASE-23965,Superior,MinCovDet
CASE-26954,2024-06-02,2024-06-02,2024-06-01,"I waited forever on the phone, and they didn’t help.",negative,2,1693,1,"Grupo F,Grupo J,Grupo I",3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-26954,Superior,MinCovDet
CASE-21658,2023-05-09,2023-05-07,2023-05-01,The chatbot couldn’t understand my simple question.,negative,1,4133,2,"Grupo E,Grupo J,Grupo C,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CASE-21658,Superior,MinCovDet
CASE-27798,2023-12-21,2023-12-17,2023-12-01,The email team didn’t care about my problem.,negative,2,3716,2,"Grupo E,Grupo D,Grupo J",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-27798,Superior,MinCovDet
CASE-24199,2023-08-10,2023-08-06,2023-08-01,"Phone support was awful, they ignored my problem.",negative,1,59,1,"Grupo F,Grupo I,Grupo E,Grupo D",4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-24199,Superior,MinCovDet
CASE-21788,2023-10-09,2023-10-08,2023-10-01,The chatbot failed to process my savings request.,negative,1,89,2,"Grupo J,Grupo D,Grupo D,Grupo J,Grupo G",3,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CASE-21788,Superior,MinCovDet
CASE-26965,2024-08-26,2024-08-25,2024-08-01,The chatbot gave me nonsense answers all the time.,negative,2,6120,2,"Grupo J,Grupo C,Grupo J,Grupo I",3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-26965,Superior,MinCovDet
CASE-26108,2022-01-19,2022-01-16,2022-01-01,The phone representative was unhelpful and impatient.,negative,2,59,1,"Grupo H,Grupo D,Grupo G,Grupo J,Grupo E",5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-26108,Superior,MinCovDet
CASE-24281,2022-05-29,2022-05-29,2022-05-01,The phone team was slow and unprofessional.,negative,1,3343,1,"Grupo D,Grupo H,Grupo J",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CASE-24281,Superior,MinCovDet
CASE-29460,2024-08-01,2024-07-28,2024-08-01,The chatbot crashed during my payment request.,negative,1,3409,1,"Grupo B,Grupo E",2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-29460,Superior,MinCovDet
CASE-28505,2022-07-24,2022-07-24,2022-07-01,The chatbot crashed when I asked about my loan.,negative,1,80,1,"Grupo D,Grupo G,Grupo E,Grupo J",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-28505,Superior,MinCovDet
CASE-26266,2023-12-24,2023-12-24,2023-12-01,The email response was delayed and unhelpful.,negative,2,71,1,"Grupo B,Grupo B,Grupo B,Grupo J",2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-26266,Superior,MinCovDet
CASE-25315,2022-01-31,2022-01-30,2022-01-01,The email team didn’t address my issue at all.,negative,1,9006,1,"Grupo B,Grupo G,Grupo J,Grupo B,Grupo D",4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25315,Superior,MinCovDet
CASE-27349,2022-06-14,2022-06-12,2022-06-01,The chatbot couldn’t assist with my statement.,negative,1,7127,1,"Grupo G,Grupo J,Grupo J",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-27349,Superior,MinCovDet
CASE-28091,2025-02-01,2025-01-26,2025-02-01,Email support was slow and totally useless.,negative,2,3250,1,"Grupo C,Grupo G,Grupo D,Grupo D",3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-28091,Superior,MinCovDet
CASE-25903,2022-10-27,2022-10-23,2022-10-01,The email response was rude and dismissive.,negative,2,4232,1,"Grupo A,Grupo F,Grupo D,Grupo J,Grupo C",5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25903,Superior,MinCovDet
CASE-19209,2023-07-04,2023-07-02,2023-07-01,The chatbot failed to answer my mortgage question.,negative,2,3406,1,"Grupo A,Grupo B,Grupo B,Grupo B",2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-19209,Superior,MinCovDet
CASE-28756,2024-01-18,2024-01-14,2024-01-01,"I waited on hold for an hour, this is unacceptable.",negative,2,4970,1,"Grupo J,Grupo J",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-28756,Superior,MinCovDet
CASE-25038,2023-09-28,2023-09-24,2023-09-01,The chatbot gave me outdated info about my fees.,negative,2,2438,1,"Grupo C,Grupo C,Grupo I,Grupo B",3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25038,Superior,MinCovDet
CASE-25806,2022-03-10,2022-03-06,2022-03-01,"Phone support was a nightmare, no help at all.",negative,1,90,1,"Grupo A,Grupo D,Grupo G,Grupo I",4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-25806,Superior,MinCovDet
CASE-25077,2023-09-30,2023-09-24,2023-09-01,"Phone support was a nightmare, no help at all.",negative,2,1960,2,"Grupo G,Grupo E,Grupo B,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-25077,Superior,MinCovDet
CASE-19220,2023-09-03,2023-09-03,2023-09-01,Phone support was the worst I’ve ever experienced.,negative,1,68,1,"Grupo F,Grupo C,Grupo H,Grupo A",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-19220,Superior,MinCovDet
