survey_id,employee_id,survey_date,satisfaction_score,response
378,1439,2021-10-21,4,I feel appreciated in my position. The work-life balance is exceptional.
379,1701,2021-06-19,5,The company culture is outstanding. Management really responds to our feedback.
380,1746,2020-11-11,5,I feel respected in my position. The work-life balance is wonderful.
381,1149,2024-11-18,5,I'm very satisfied with my role. The team is encouraging and provides exceptional opportunities.
382,1514,2024-03-04,2,Company culture needs significant improvement. Morale is poor.
383,1241,2015-10-20,5,Our department has outstanding leadership and clear communication channels.
384,1956,2024-11-10,5,Our department has outstanding leadership and clear communication channels.
385,1274,2020-10-25,4,I'm very satisfied with my role. The group is helpful and provides exceptional opportunities.
386,1022,2025-02-26,3,"The team dynamics are average, but we could use more collaboration."
387,1513,2025-02-09,4,The office culture is outstanding. Management really responds to our feedback.
388,1333,2017-09-24,3,"The team dynamics are standard, but we could use more collaboration."
389,1938,2024-09-19,3,standard satisfaction with my current role and responsibilities.
390,1497,2022-02-05,4,I feel respected in my position. The work-life balance is excellent.
391,1679,2018-03-07,4,I'm very satisfied with my role. The unit is encouraging and provides wonderful opportunities.
392,1291,2024-11-17,4,I feel respected in my position. The work-life balance is superior.
393,1438,2024-02-24,5,I feel appreciated in my position. The work-life balance is superior.
394,1159,2020-12-27,3,"Work-life balance is tolerable, though there's room for improvement."
395,1477,2022-06-29,4,superior benefits and compensation package. I feel well rewarded for my work.
396,1631,2025-01-05,4,I'm very satisfied with my role. The team is collaborative and provides wonderful opportunities.
397,1024,2019-05-21,5,I'm very satisfied with my role. The group is supportive and provides exceptional opportunities.
398,1169,2023-02-03,4,I feel appreciated in my position. The work-life balance is exceptional.
399,1135,2025-05-17,3,The work environment is satisfactory. Some processes could be more efficient.
400,1003,2019-06-28,4,I'm very satisfied with my role. The group is helpful and provides exceptional opportunities.
401,1835,2019-08-03,3,moderate satisfaction with my current role and responsibilities.
402,1747,2024-04-18,4,excellent benefits and compensation package. I feel well rewarded for my work.
403,1013,2024-05-01,5,I'm very satisfied with my role. The unit is encouraging and provides exceptional opportunities.
404,1195,2021-07-14,4,I'm very satisfied with my role. The group is helpful and provides superior opportunities.
405,1170,2023-06-02,3,"The team dynamics are alright, but we could use more collaboration."
406,1059,2024-07-10,3,The work environment is satisfactory. Some processes could be more efficient.
407,1279,2025-04-06,5,The workplace culture is fantastic. Management really acts on to our feedback.
408,1935,2022-04-26,2,Feeling exhausted and tense due to high workload.
409,1621,2021-08-23,4,I feel valued in my position. The work-life balance is wonderful.
410,1162,2023-02-05,5,Our department has excellent leadership and clear communication channels.
411,1472,2018-06-14,4,The work environment culture is outstanding. Management really responds to our feedback.
412,1947,2024-10-23,5,Our department has outstanding leadership and clear communication channels.
413,1628,2024-04-23,5,I feel recognized in my position. The work-life balance is excellent.
414,1293,2024-10-12,4,Our department has excellent leadership and clear communication channels.
415,1813,2023-10-10,3,"Management is acceptable, but communication could be improved."
416,1120,2020-12-30,5,excellent benefits and compensation package. I feel well rewarded for my work.
417,1112,2024-07-02,5,I feel respected in my position. The work-life balance is superior.
418,1041,2024-04-22,5,I feel respected in my position. The work-life balance is excellent.
419,1283,2020-05-05,4,Our department has fantastic leadership and clear communication channels.
420,1218,2024-12-06,4,Our department has fantastic leadership and clear communication channels.
421,1072,2025-02-11,4,Our department has fantastic leadership and clear communication channels.
422,1744,2025-04-26,4,wonderful benefits and compensation package. I feel well rewarded for my work.
423,1336,2025-02-22,5,The company culture is fantastic. Management really responds to our feedback.
424,1692,2024-11-29,4,I feel valued in my position. The work-life balance is excellent.
425,1424,2024-07-12,1,Feeling exhausted and pressured due to high workload.
426,1076,2025-03-04,4,I feel valued in my position. The work-life balance is excellent.
427,1666,2024-02-27,3,"Management is acceptable, but communication could be improved."
428,1664,2024-08-31,3,"Management is decent, but communication could be improved."
429,1377,2020-10-29,5,The office culture is great. Management really responds to our feedback.
430,1222,2018-05-23,5,excellent benefits and compensation package. I feel well rewarded for my work.
431,1859,2016-08-31,3,"Work-life balance is satisfactory, though there's room for improvement."
432,1459,2018-01-18,1,Company culture needs significant improvement. Morale is poor.
433,1210,2022-01-08,5,I'm very satisfied with my role. The group is supportive and provides wonderful opportunities.
434,1303,2024-06-18,1,lacking support and resources to perform effectively.
435,1786,2024-03-03,4,I feel valued in my position. The work-life balance is superior.
436,1679,2019-11-06,5,superior benefits and compensation package. I feel well rewarded for my work.
437,1063,2022-07-06,4,I feel recognized in my position. The work-life balance is superior.
438,1467,2023-05-02,4,The office culture is outstanding. Management really considers to our feedback.
439,1186,2025-04-11,5,The office culture is great. Management really acts on to our feedback.
440,1451,2024-07-23,5,The work environment culture is fantastic. Management really acts on to our feedback.
441,1119,2022-12-12,1,Limited growth opportunities and poor communication from management.
442,1275,2021-07-18,3,"Management is fair, but communication could be improved."
443,1466,2018-03-13,5,Our department has great leadership and clear communication channels.
444,1887,2018-12-28,5,Our department has great leadership and clear communication channels.
445,1112,2024-07-06,4,I'm very satisfied with my role. The department is supportive and provides excellent opportunities.
446,1412,2025-01-24,5,I'm very satisfied with my role. The unit is encouraging and provides wonderful opportunities.
447,1391,2021-06-24,5,wonderful benefits and compensation package. I feel well rewarded for my work.
448,1338,2023-04-29,1,inadequate support and resources to perform effectively.
449,1688,2023-10-12,4,Our department has outstanding leadership and clear communication channels.
450,1284,2021-07-21,5,Our department has fantastic leadership and clear communication channels.
451,1539,2025-05-04,5,superior benefits and compensation package. I feel well rewarded for my work.
452,1557,2025-01-18,2,Company culture needs significant improvement. Morale is declining.
453,1469,2019-01-08,4,Our department has excellent leadership and clear communication channels.
454,1618,2024-06-17,5,Our department has excellent leadership and clear communication channels.
455,1842,2023-05-06,5,superior benefits and compensation package. I feel well rewarded for my work.
456,1642,2022-04-23,5,Our department has fantastic leadership and clear communication channels.
457,1476,2024-01-01,4,Our department has excellent leadership and clear communication channels.
458,1196,2024-02-08,4,I'm very satisfied with my role. The department is collaborative and provides wonderful opportunities.
459,1041,2024-01-23,3,"Management is moderate, but communication could be improved."
