CASE ID;Date;Start of Week;Start of Month;TRANSLATED COMMENTS;Feeling;FEEL;CHANNEL;RESOLUTION TIME (min);CSAT Rating Received;CLASSIFICATION;RESOLVED IN SLA;FIRST TOUCH RESOLUTION;Group Name History;Groups;Total Groups;CSAT Rated Group Name;ISSUE CLASSIFICATION
CASE-1080;2025-10-13;2025-10-12;2025-10-01;The email team was fast and solved my problem.;positive;positive;phone;9;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-1907;2023-02-07;2023-02-05;2023-02-01;I received a detailed email response in less than an hour.;positive;positive;phone;10;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-1411;2024-02-17;2024-02-11;2024-02-01;Phone support was the worst I’ve ever experienced.;negative;negative;phone;142;2;DETRACTOR;0;1;Grupo D,Grupo D,Grupo E;2;3;Grupo E;Account Setup
CASE-1098;2023-04-24;2023-04-23;2023-04-01;Email support made resolving my issue so easy.;positive;positive;phone;12;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-1018;2024-02-19;2024-02-18;2024-02-01;The chatbot couldn’t process my balance request.;negative;negative;phone;106;1;DETRACTOR;0;0;Grupo H,Grupo C,Grupo F;3;3;Grupo F;Login Problems
CASE-1389;2025-06-28;2025-06-22;2025-06-01;The chatbot handled my balance check, but it was slow.;neutral;neutral;chatbot;36;3;DETRACTOR;0;0;Grupo C,Grupo I,Grupo G;3;3;Grupo G;Card Issues
CASE-1504;2023-06-19;2023-06-18;2023-06-01;The email team was courteous and efficient.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo D,Grupo J,Grupo C;3;3;Grupo C;Payment Issues
CASE-1144;2023-10-03;2023-10-01;2023-10-01;The chatbot made checking my interest rates so simple.;positive;positive;email;335;4;PROMOTER;1;0;Grupo D,Grupo D,Grupo A;2;3;Grupo A;Fees Inquiry
CASE-1502;2023-07-28;2023-07-23;2023-07-01;Phone support was average, nothing to note.;neutral;neutral;phone;65;4;PROMOTER;0;1;Grupo F,Grupo A,Grupo A;2;3;Grupo A;Card Issues
CASE-1297;2024-04-05;2024-03-31;2024-04-01;The email response was rude and dismissive.;negative;negative;email;2460;1;DETRACTOR;0;1;Grupo J;1;1;Grupo J;Card Issues
CASE-1450;2023-12-18;2023-12-17;2023-12-01;The chatbot gave me incorrect balance info.;negative;negative;email;2660;1;DETRACTOR;0;0;Grupo H,Grupo D,Grupo F,Grupo C;4;4;Grupo C;Card Issues
CASE-1868;2024-02-14;2024-02-11;2024-02-01;The chatbot saved me so much time with my transaction query.;positive;positive;chatbot;3;5;PROMOTER;1;1;Grupo G,Grupo B,Grupo H;3;3;Grupo H;Card Issues
CASE-1335;2023-04-03;2023-04-02;2023-04-01;The service was top-notch, I’m so happy with this bank!;positive;positive;chatbot;1;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-1514;2024-05-08;2024-05-05;2024-05-01;The chatbot made my experience so convenient!;positive;positive;email;170;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-1844;2025-07-22;2025-07-20;2025-07-01;Email support didn’t bother to read my email.;negative;negative;phone;107;2;DETRACTOR;0;0;Grupo F,Grupo E,Grupo E;2;3;Grupo E;Account Setup
CASE-1832;2023-11-24;2023-11-19;2023-11-01;The email team provided excellent service, I’m happy!;positive;positive;phone;29;4;PROMOTER;1;1;Grupo G,Grupo C;2;2;Grupo C;Payment Issues
CASE-1307;2025-09-19;2025-09-14;2025-09-01;The chatbot helped me with my account balance quickly.;positive;positive;phone;14;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Login Problems
CASE-1188;2024-03-23;2024-03-17;2024-03-01;The phone agent was friendly and fixed my login issue.;positive;positive;phone;6;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-1429;2024-11-01;2024-10-27;2024-11-01;Email support was neutral, not bad or good.;neutral;neutral;phone;27;3;DETRACTOR;1;0;Grupo D,Grupo J;2;2;Grupo J;Account Setup
CASE-1619;2024-03-20;2024-03-17;2024-03-01;The chatbot was alright with my transfer query.;neutral;neutral;phone;15;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-1797;2023-06-05;2023-06-04;2023-06-01;The chatbot was quick to assist with my transfer request.;positive;positive;phone;20;4;PROMOTER;1;0;Grupo E,Grupo D,Grupo F;3;3;Grupo F;Loan Inquiry
CASE-1652;2023-04-05;2023-04-02;2023-04-01;The chatbot was fast and accurate with my inquiry.;positive;positive;phone;5;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-1097;2025-07-20;2025-07-20;2025-07-01;Phone support was slow and didn’t fix my card issue.;negative;negative;email;3398;1;DETRACTOR;0;0;Grupo I,Grupo D,Grupo G,Grupo F;4;4;Grupo F;Payment Issues
CASE-1499;2024-11-25;2024-11-24;2024-11-01;The chatbot made checking my rewards so simple.;positive;positive;email;131;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1550;2025-01-26;2025-01-26;2025-01-01;The email team was fast and solved my problem.;positive;positive;email;142;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Transaction Error
CASE-1568;2023-08-22;2023-08-20;2023-08-01;The chatbot explained my fees so clearly, I’m impressed!;positive;positive;email;89;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Fees Inquiry
CASE-1924;2024-09-08;2024-09-08;2024-09-01;The chatbot gave me irrelevant answers every time.;negative;negative;chatbot;81;1;DETRACTOR;0;0;Grupo J,Grupo J,Grupo D,Grupo H;3;4;Grupo H;Payment Issues
CASE-1358;2023-04-02;2023-04-02;2023-04-01;The phone agent fixed my issue with a great attitude.;positive;positive;chatbot;3;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-1571;2025-10-22;2025-10-19;2025-10-01;The email team was decent, response was fair.;neutral;neutral;phone;27;3;DETRACTOR;1;1;Grupo F;1;1;Grupo F;Login Problems
CASE-1719;2023-12-12;2023-12-10;2023-12-01;The chatbot failed to process my payment request.;negative;negative;chatbot;73;1;DETRACTOR;0;1;Grupo G,Grupo G,Grupo C;2;3;Grupo C;Payment Issues
CASE-1919;2023-06-19;2023-06-18;2023-06-01;Phone support was a disaster, they made it worse!;negative;negative;chatbot;21;2;DETRACTOR;0;0;Grupo G,Grupo H,Grupo J;3;3;Grupo J;Account Setup
CASE-1457;2023-11-24;2023-11-19;2023-11-01;The chatbot made checking my interest rates so simple.;positive;positive;phone;6;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-1784;2025-03-28;2025-03-23;2025-03-01;The chatbot helped me track my transaction effortlessly.;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Transaction Error
CASE-1603;2023-02-21;2023-02-19;2023-02-01;Phone support was awful, they ignored my problem.;negative;negative;chatbot;54;2;DETRACTOR;0;0;Grupo A,Grupo J,Grupo C,Grupo A;3;4;Grupo A;Login Problems
CASE-1817;2024-03-13;2024-03-10;2024-03-01;The email team responded promptly and solved my issue.;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-1876;2023-12-26;2023-12-24;2023-12-01;The email response was delayed and unhelpful.;negative;negative;email;4019;2;DETRACTOR;0;1;Grupo F,Grupo C,Grupo D;3;3;Grupo D;Fees Inquiry
CASE-1095;2023-08-04;2023-07-30;2023-08-01;The phone agent did their job, nothing more.;neutral;neutral;chatbot;24;4;PROMOTER;0;1;Grupo I,Grupo F;2;2;Grupo F;Card Issues
CASE-1053;2023-09-04;2023-09-03;2023-09-01;The chatbot couldn’t understand my simple question.;negative;negative;phone;159;1;DETRACTOR;0;0;Grupo H,Grupo B,Grupo F,Grupo D;4;4;Grupo D;Login Problems
CASE-1023;2025-08-17;2025-08-17;2025-08-01;The agent on the phone explained my mortgage options clearly.;positive;positive;chatbot;3;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-1703;2024-09-21;2024-09-15;2024-09-01;I had a wonderful experience opening my account via phone.;positive;positive;phone;15;4;PROMOTER;1;1;Grupo A,Grupo A;1;2;Grupo A;Fees Inquiry
CASE-1155;2025-07-13;2025-07-13;2025-07-01;The chatbot gave me wrong loan terms info.;negative;negative;phone;92;2;DETRACTOR;0;0;Grupo F,Grupo E,Grupo E;2;3;Grupo E;Card Issues
CASE-1382;2023-06-01;2023-05-28;2023-06-01;The phone agent fixed my issue with a great attitude.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-1489;2023-12-25;2023-12-24;2023-12-01;The chatbot was quick to assist with my transfer request.;positive;positive;email;106;5;PROMOTER;1;0;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-1448;2025-07-19;2025-07-13;2025-07-01;The phone agent was rude and didn’t solve my issue.;negative;negative;chatbot;33;1;DETRACTOR;0;0;Grupo H,Grupo D;2;2;Grupo D;Loan Inquiry
CASE-1071;2024-11-02;2024-10-27;2024-11-01;Super satisfied with the email response to my inquiry.;positive;positive;email;112;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-1667;2025-11-06;2025-11-02;2025-11-01;The phone agent was patient and solved my problem.;positive;positive;phone;15;4;PROMOTER;1;1;Grupo D,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-1867;2025-04-08;2025-04-06;2025-04-01;The chatbot couldn’t reset my PIN properly.;negative;negative;email;1632;1;DETRACTOR;0;0;Grupo J,Grupo A,Grupo E;3;3;Grupo E;Fees Inquiry
CASE-1462;2025-05-13;2025-05-11;2025-05-01;Email support took days to reply, terrible service!;negative;negative;chatbot;22;1;DETRACTOR;0;0;Grupo B,Grupo E,Grupo G,Grupo J;4;4;Grupo J;Transaction Error
CASE-1298;2024-02-08;2024-02-04;2024-02-01;The email response was prompt and very clear.;positive;positive;phone;8;5;PROMOTER;1;1;Grupo H,Grupo H;1;2;Grupo H;Loan Inquiry
CASE-1680;2023-06-17;2023-06-11;2023-06-01;Phone support was amazing, they handled my complaint well.;positive;positive;chatbot;3;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-1700;2024-10-06;2024-10-06;2024-10-01;The phone agent was alright, no issues.;neutral;neutral;chatbot;31;3;DETRACTOR;0;0;Grupo F,Grupo G,Grupo A;3;3;Grupo A;Balance Inquiry
CASE-1126;2023-05-12;2023-05-07;2023-05-01;The chatbot assisted me with my fees effortlessly.;positive;positive;email;161;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-1160;2025-06-08;2025-06-08;2025-06-01;The email team was courteous and efficient.;positive;positive;email;71;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1336;2023-02-06;2023-02-05;2023-02-01;The phone team made my experience so pleasant today.;positive;positive;phone;13;4;PROMOTER;1;0;Grupo F,Grupo H;2;2;Grupo H;Payment Issues
CASE-1670;2023-10-19;2023-10-15;2023-10-01;The email team ignored my urgent card issue.;negative;negative;chatbot;88;1;DETRACTOR;0;0;Grupo F,Grupo I,Grupo D;3;3;Grupo D;Fraud Report
CASE-1141;2025-02-27;2025-02-23;2025-02-01;The chatbot helped with my payment, but it was slow.;neutral;neutral;phone;78;3;DETRACTOR;0;1;Grupo J,Grupo D,Grupo A,Grupo E;4;4;Grupo E;Card Issues
CASE-1226;2024-03-04;2024-03-03;2024-03-01;The email team was decent, response was fair.;neutral;neutral;chatbot;15;3;DETRACTOR;0;1;Grupo A,Grupo G,Grupo D;3;3;Grupo D;Balance Inquiry
CASE-1898;2024-02-04;2024-02-04;2024-02-01;The chatbot answered my loan question in seconds.;positive;positive;phone;13;5;PROMOTER;1;1;Grupo I,Grupo A;2;2;Grupo A;Card Issues
CASE-1398;2025-05-13;2025-05-11;2025-05-01;Phone support was quick and made my day better!;positive;positive;email;238;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-1494;2025-06-23;2025-06-22;2025-06-01;The chatbot was fine, took time to assist.;neutral;neutral;phone;16;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-1803;2024-02-26;2024-02-25;2024-02-01;The chatbot assisted me with my fees effortlessly.;positive;positive;phone;25;4;PROMOTER;1;0;Grupo I,Grupo J;2;2;Grupo J;Account Setup
CASE-1149;2024-10-06;2024-10-06;2024-10-01;The chatbot was average, did the job eventually.;neutral;neutral;phone;20;3;DETRACTOR;1;1;Grupo H,Grupo C,Grupo H;2;3;Grupo H;Loan Inquiry
CASE-1231;2025-05-25;2025-05-25;2025-05-01;The phone agent didn’t care about my complaint.;negative;negative;chatbot;71;1;DETRACTOR;0;0;Grupo F,Grupo I,Grupo A,Grupo H;4;4;Grupo H;Card Issues
CASE-1068;2024-02-03;2024-01-28;2024-02-01;Email support was polite and answered all my questions.;positive;positive;phone;9;4;PROMOTER;1;0;Grupo B,Grupo J;2;2;Grupo J;Balance Inquiry
CASE-1671;2024-08-16;2024-08-11;2024-08-01;The chatbot was a lifesaver when I needed to block my card.;positive;positive;chatbot;3;5;PROMOTER;1;1;Grupo E,Grupo H,Grupo F;3;3;Grupo F;Card Issues
CASE-1387;2023-08-28;2023-08-27;2023-08-01;The email team helped me update my contact info effortlessly.;positive;positive;phone;13;5;PROMOTER;1;1;Grupo J,Grupo A;2;2;Grupo A;Account Setup
CASE-1955;2023-12-30;2023-12-24;2023-12-01;The chatbot gave me wrong loan terms info.;negative;negative;email;2480;1;DETRACTOR;0;1;Grupo E,Grupo A,Grupo C;3;3;Grupo C;Card Issues
CASE-1932;2023-09-15;2023-09-10;2023-09-01;The chatbot guided me through online banking setup flawlessly.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-1244;2025-01-19;2025-01-19;2025-01-01;The chatbot assisted me with my fees effortlessly.;positive;positive;chatbot;8;4;PROMOTER;1;1;Grupo G,Grupo A,Grupo A;2;3;Grupo A;Account Setup
CASE-1663;2023-01-30;2023-01-29;2023-01-01;The email team helped me update my contact info effortlessly.;positive;positive;email;398;4;PROMOTER;1;1;Grupo I,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-1609;2025-02-13;2025-02-09;2025-02-01;The phone agent didn’t even try to assist me.;negative;negative;chatbot;48;2;DETRACTOR;0;0;Grupo E,Grupo A,Grupo D,Grupo A;3;4;Grupo A;Payment Issues
CASE-1008;2023-12-28;2023-12-24;2023-12-01;The email team ignored my urgent request.;negative;negative;chatbot;40;1;DETRACTOR;0;0;Grupo D,Grupo F;2;2;Grupo F;Login Problems
CASE-1945;2024-01-04;2023-12-31;2024-01-01;The email response was late and full of errors.;negative;negative;phone;116;2;DETRACTOR;0;0;Grupo A,Grupo I,Grupo E;3;3;Grupo E;Transaction Error
CASE-1040;2024-09-27;2024-09-22;2024-09-01;The chatbot assisted with my bill payment perfectly.;positive;positive;phone;8;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Card Issues
CASE-1047;2025-12-20;2025-12-14;2025-12-01;The chatbot assisted with my bill payment perfectly.;positive;positive;phone;33;4;PROMOTER;0;0;Grupo F,Grupo C,Grupo B;3;3;Grupo B;Balance Inquiry
CASE-1679;2024-08-23;2024-08-18;2024-08-01;The email response was prompt and very clear.;positive;positive;phone;16;4;PROMOTER;1;1;Grupo J,Grupo H;2;2;Grupo H;General Inquiry
CASE-1621;2023-10-31;2023-10-29;2023-10-01;The chatbot handled my balance inquiry like a pro.;positive;positive;email;175;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Login Problems
CASE-1082;2023-05-22;2023-05-21;2023-05-01;Phone support was awful, they ignored my problem.;negative;negative;phone;128;2;DETRACTOR;0;0;Grupo D,Grupo A,Grupo H,Grupo H;3;4;Grupo H;Account Setup
CASE-1790;2024-02-26;2024-02-25;2024-02-01;Email support was okay, not very detailed.;neutral;neutral;chatbot;35;4;PROMOTER;0;1;Grupo E,Grupo C,Grupo B,Grupo G;4;4;Grupo G;Fees Inquiry
CASE-1770;2023-05-17;2023-05-14;2023-05-01;Phone support was friendly and resolved my concern.;positive;positive;phone;9;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Login Problems
CASE-1422;2023-09-14;2023-09-10;2023-09-01;The chatbot guided me through my account options easily.;positive;positive;email;385;5;PROMOTER;1;1;Grupo F,Grupo C;2;2;Grupo C;Login Problems
CASE-1767;2023-07-22;2023-07-16;2023-07-01;The phone team solved my issue, but it took time.;neutral;neutral;chatbot;24;4;PROMOTER;0;1;Grupo A,Grupo J;2;2;Grupo J;Transaction Error
CASE-1436;2025-04-27;2025-04-27;2025-04-01;The chatbot guided me through online banking setup flawlessly.;positive;positive;email;67;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-1370;2025-05-18;2025-05-18;2025-05-01;The chatbot was quick to assist with my transfer request.;positive;positive;phone;10;5;PROMOTER;1;1;Grupo B,Grupo B;1;2;Grupo B;Fees Inquiry
CASE-1106;2024-12-02;2024-12-01;2024-12-01;The chatbot failed to reset my password correctly.;negative;negative;phone;151;2;DETRACTOR;0;0;Grupo C,Grupo G,Grupo E;3;3;Grupo E;Fees Inquiry
CASE-1241;2023-02-21;2023-02-19;2023-02-01;The chatbot made resetting my PIN so simple.;positive;positive;email;228;5;PROMOTER;1;1;Grupo B,Grupo J;2;2;Grupo J;Balance Inquiry
CASE-1845;2024-01-23;2024-01-21;2024-01-01;The chatbot failed to answer my mortgage question.;negative;negative;phone;34;1;DETRACTOR;0;0;Grupo E;1;1;Grupo E;Fraud Report
CASE-1773;2024-05-01;2024-04-28;2024-05-01;The chatbot couldn’t reset my PIN properly.;negative;negative;chatbot;20;2;DETRACTOR;0;0;Grupo G,Grupo C,Grupo H;3;3;Grupo H;Balance Inquiry
CASE-1981;2023-04-12;2023-04-09;2023-04-01;The chatbot guided me through my account options easily.;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-1180;2025-08-15;2025-08-10;2025-08-01;The chatbot failed to help with my balance inquiry.;negative;negative;phone;35;2;DETRACTOR;0;0;Grupo G,Grupo G;1;2;Grupo G;Payment Issues
CASE-1713;2025-11-28;2025-11-23;2025-11-01;The phone agent explained everything in a friendly way.;positive;positive;chatbot;3;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-1705;2025-11-16;2025-11-16;2025-11-01;Phone support was rude and disconnected me.;negative;negative;email;2043;2;DETRACTOR;0;0;Grupo E,Grupo G,Grupo D,Grupo A,Grupo J;5;5;Grupo J;Transaction Error
CASE-1323;2024-06-24;2024-06-23;2024-06-01;The email team provided a clear and quick solution.;positive;positive;phone;12;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-1456;2025-09-05;2025-08-31;2025-09-01;The email response was vague and unhelpful.;negative;negative;phone;194;2;DETRACTOR;0;1;Grupo D,Grupo D,Grupo C,Grupo D;2;4;Grupo D;Card Issues
CASE-1794;2025-10-30;2025-10-26;2025-10-01;The chatbot kept freezing during my inquiry.;negative;negative;email;3443;1;DETRACTOR;0;0;Grupo A,Grupo I,Grupo D,Grupo A;3;4;Grupo A;Payment Issues
CASE-1522;2023-12-09;2023-12-03;2023-12-01;Phone support was disrespectful and unhelpful.;negative;negative;phone;182;1;DETRACTOR;0;0;Grupo G,Grupo J,Grupo F,Grupo A;4;4;Grupo A;Transaction Error
CASE-1399;2024-06-20;2024-06-16;2024-06-01;The chatbot gave me outdated info about my fees.;negative;negative;phone;49;1;DETRACTOR;0;0;Grupo H,Grupo J,Grupo J,Grupo F,Grupo G;4;5;Grupo G;Fees Inquiry
CASE-1380;2025-10-04;2025-09-28;2025-10-01;Phone support was slow and didn’t fix my card issue.;negative;negative;phone;166;1;DETRACTOR;0;0;Grupo A,Grupo I,Grupo C;3;3;Grupo C;Fraud Report
CASE-1683;2024-12-08;2024-12-08;2024-12-01;The chatbot was decent, nothing exceptional.;neutral;neutral;chatbot;11;3;DETRACTOR;0;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-1758;2025-12-23;2025-12-21;2025-12-01;The email response was rude and dismissive.;negative;negative;email;1828;2;DETRACTOR;0;1;Grupo G,Grupo B,Grupo E,Grupo F,Grupo C;5;5;Grupo C;Transaction Error
CASE-1192;2025-08-13;2025-08-10;2025-08-01;Phone support was average, nothing to note.;neutral;neutral;chatbot;51;4;PROMOTER;0;1;Grupo I,Grupo J,Grupo I,Grupo B;3;4;Grupo B;Transaction Error
CASE-1421;2023-10-13;2023-10-08;2023-10-01;The email response was vague and unhelpful.;negative;negative;phone;144;1;DETRACTOR;0;0;Grupo B,Grupo G,Grupo A,Grupo E;4;4;Grupo E;Login Problems
CASE-1921;2024-02-10;2024-02-04;2024-02-01;The support team over the phone was incredibly helpful.;positive;positive;phone;42;4;PROMOTER;0;1;Grupo F,Grupo E,Grupo H;3;3;Grupo H;Loan Inquiry
CASE-1600;2025-06-08;2025-06-08;2025-06-01;The phone agent didn’t even try to assist me.;negative;negative;chatbot;61;1;DETRACTOR;0;0;Grupo E,Grupo D,Grupo J;3;3;Grupo J;Card Issues
CASE-1005;2025-03-14;2025-03-09;2025-03-01;The staff made transferring funds so easy and stress-free.;positive;positive;chatbot;1;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-1623;2023-10-18;2023-10-15;2023-10-01;The email response was thorough and resolved my question.;positive;positive;phone;7;5;PROMOTER;1;1;Grupo E,Grupo E;1;2;Grupo E;Card Issues
CASE-1027;2023-10-21;2023-10-15;2023-10-01;The chatbot assisted with my bill payment perfectly.;positive;positive;email;330;5;PROMOTER;1;1;Grupo D,Grupo F;2;2;Grupo F;Card Issues
CASE-1668;2025-04-27;2025-04-27;2025-04-01;The email team didn’t fix my login problem.;negative;negative;phone;39;2;DETRACTOR;0;0;Grupo D,Grupo F,Grupo B;3;3;Grupo B;Login Problems
CASE-1227;2025-09-01;2025-08-31;2025-09-01;The chatbot couldn’t understand my simple question.;negative;negative;phone;51;2;DETRACTOR;0;0;Grupo I,Grupo I,Grupo B;2;3;Grupo B;Login Problems
CASE-1407;2025-11-02;2025-11-02;2025-11-01;I waited on hold for an hour, this is unacceptable.;negative;negative;phone;33;2;DETRACTOR;0;0;Grupo J;1;1;Grupo J;Balance Inquiry
