REGION_CATEGORIA_PRODUCTO,MES,ORIGEN,M3_PRODUCTO,LOWER_BOUND,UPPER_BOUND,REGION,CATEGORIA,PRODUCTO,PERCENT_CHANGE_MONTH_OVER_MONTH
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2026-05-01 00:00:00.000,FORECAST 1,0.785,0.711,0.859,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,4.1
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2025-06-01 00:00:00.000,FORECAST 2,0.608,0.535,0.681,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,13
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2025-07-01 00:00:00.000,FORECAST 2,0.647,0.573,0.72,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,6.3
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2025-08-01 00:00:00.000,FORECAST 2,0.64,0.567,0.714,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,-1
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2025-09-01 00:00:00.000,FORECAST 2,0.627,0.553,0.701,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,-2.1
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2025-10-01 00:00:00.000,FORECAST 2,0.661,0.587,0.735,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,5.4
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2025-11-01 00:00:00.000,FORECAST 2,0.693,0.619,0.767,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,4.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2025-12-01 00:00:00.000,FORECAST 2,0.706,0.632,0.78,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,1.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2026-01-01 00:00:00.000,FORECAST 2,0.718,0.644,0.792,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,1.6
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2026-02-01 00:00:00.000,FORECAST 2,0.735,0.661,0.809,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,2.4
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2026-03-01 00:00:00.000,FORECAST 2,0.757,0.683,0.831,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,3.1
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2026-04-01 00:00:00.000,FORECAST 2,0.775,0.701,0.849,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,2.3
Antioquia-Agua-ACHE2O Con Gas 500mL x 1uds,2026-05-01 00:00:00.000,FORECAST 2,0.791,0.717,0.865,Antioquia,Agua,ACHE2O Con Gas 500mL x 1uds,2
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-01-01 00:00:00.000,ACTUAL,0.435,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-02-01 00:00:00.000,ACTUAL,0.666,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,53.1
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-03-01 00:00:00.000,ACTUAL,1.482,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,122.5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-04-01 00:00:00.000,ACTUAL,1.245,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-16
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-05-01 00:00:00.000,ACTUAL,1.056,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-15.2
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-06-01 00:00:00.000,ACTUAL,2.646,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,150.6
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-07-01 00:00:00.000,ACTUAL,1.179,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-55.4
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-08-01 00:00:00.000,ACTUAL,1.917,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,62.6
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-09-01 00:00:00.000,ACTUAL,1.212,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-36.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-10-01 00:00:00.000,ACTUAL,0.558,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-54
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-11-01 00:00:00.000,ACTUAL,1.032,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,84.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2023-12-01 00:00:00.000,ACTUAL,0.228,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-77.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-01-01 00:00:00.000,ACTUAL,0.228,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,0
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-02-01 00:00:00.000,ACTUAL,0.126,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-44.7
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-03-01 00:00:00.000,ACTUAL,0.12,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-4.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-04-01 00:00:00.000,ACTUAL,0.042,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-65
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-05-01 00:00:00.000,ACTUAL,0.204,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,385.7
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-06-01 00:00:00.000,ACTUAL,0.084,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-58.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-07-01 00:00:00.000,ACTUAL,0.189,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,125
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-09-01 00:00:00.000,ACTUAL,0.081,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-57.1
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-10-01 00:00:00.000,ACTUAL,0.153,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,88.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-11-01 00:00:00.000,ACTUAL,0.09,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-41.2
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2024-12-01 00:00:00.000,ACTUAL,0.09,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,0
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-01-01 00:00:00.000,ACTUAL,0.12,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,33.3
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-02-01 00:00:00.000,ACTUAL,0.168,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,40
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-03-01 00:00:00.000,ACTUAL,0.039,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-76.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-04-01 00:00:00.000,ACTUAL,0.078,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,100
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-05-01 00:00:00.000,ACTUAL,0.207,,,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,165.4
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-06-01 00:00:00.000,FORECAST 1,0.187,-0.062,0.446,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-9.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-07-01 00:00:00.000,FORECAST 1,0.165,-0.103,0.428,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-11.6
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-08-01 00:00:00.000,FORECAST 1,0.099,-0.178,0.371,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-40.2
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-09-01 00:00:00.000,FORECAST 1,0.094,-0.186,0.38,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-4.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-10-01 00:00:00.000,FORECAST 1,0.081,-0.197,0.372,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-13.3
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-11-01 00:00:00.000,FORECAST 1,0.077,-0.205,0.361,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-5.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-12-01 00:00:00.000,FORECAST 1,0.071,-0.223,0.363,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-6.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-01-01 00:00:00.000,FORECAST 1,0.074,-0.226,0.387,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,3.5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-02-01 00:00:00.000,FORECAST 1,0.042,-0.258,0.35,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-42.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-03-01 00:00:00.000,FORECAST 1,0.043,-0.272,0.376,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,2.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-04-01 00:00:00.000,FORECAST 1,0.024,-0.296,0.349,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-44.6
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-05-01 00:00:00.000,FORECAST 1,0.137,-0.181,0.463,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,467
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-06-01 00:00:00.000,FORECAST 2,0.202,-0.046,0.461,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-2.3
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-07-01 00:00:00.000,FORECAST 2,0.2,-0.069,0.463,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-1.2
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-08-01 00:00:00.000,FORECAST 2,0.126,-0.151,0.399,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-36.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-09-01 00:00:00.000,FORECAST 2,0.121,-0.158,0.407,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-3.8
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-10-01 00:00:00.000,FORECAST 2,0.105,-0.173,0.396,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-13.1
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-11-01 00:00:00.000,FORECAST 2,0.101,-0.181,0.385,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-4.5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2025-12-01 00:00:00.000,FORECAST 2,0.096,-0.199,0.387,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-4.7
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-01-01 00:00:00.000,FORECAST 2,0.077,-0.223,0.39,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-19.2
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-02-01 00:00:00.000,FORECAST 2,0.051,-0.249,0.359,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-33.5
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-03-01 00:00:00.000,FORECAST 2,0.047,-0.269,0.38,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-9.3
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-04-01 00:00:00.000,FORECAST 2,0.023,-0.296,0.348,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,-49.9
Antioquia-Agua-ACHE2O Con Gas 500mL x 6uds,2026-05-01 00:00:00.000,FORECAST 2,0.107,-0.21,0.434,Antioquia,Agua,ACHE2O Con Gas 500mL x 6uds,359.9
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-01-01 00:00:00.000,ACTUAL,2.065,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-02-01 00:00:00.000,ACTUAL,1.415,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-31.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-03-01 00:00:00.000,ACTUAL,3.51,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,148.1
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-04-01 00:00:00.000,ACTUAL,5.34,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,52.1
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-05-01 00:00:00.000,ACTUAL,4.845,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-9.3
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-06-01 00:00:00.000,ACTUAL,7.165,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,47.9
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-07-01 00:00:00.000,ACTUAL,8.765,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,22.3
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-08-01 00:00:00.000,ACTUAL,9.665,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,10.3
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-09-01 00:00:00.000,ACTUAL,8.09,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-16.3
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-10-01 00:00:00.000,ACTUAL,7.05,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-12.9
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-11-01 00:00:00.000,ACTUAL,6.23,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-11.6
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2023-12-01 00:00:00.000,ACTUAL,6.53,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,4.8
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-01-01 00:00:00.000,ACTUAL,8.58,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,31.4
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-02-01 00:00:00.000,ACTUAL,9.785,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,14
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-03-01 00:00:00.000,ACTUAL,5.805,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-40.7
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-04-01 00:00:00.000,ACTUAL,8.56,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,47.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-05-01 00:00:00.000,ACTUAL,10.05,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,17.4
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-06-01 00:00:00.000,ACTUAL,9.52,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-5.3
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-07-01 00:00:00.000,ACTUAL,10.805,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,13.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-08-01 00:00:00.000,ACTUAL,8.535,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-21
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-09-01 00:00:00.000,ACTUAL,7.175,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-15.9
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-10-01 00:00:00.000,ACTUAL,6.9,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-3.8
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-11-01 00:00:00.000,ACTUAL,9.135,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,32.4
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2024-12-01 00:00:00.000,ACTUAL,10.675,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,16.9
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-01-01 00:00:00.000,ACTUAL,9.1,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-14.8
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-02-01 00:00:00.000,ACTUAL,7.61,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-16.4
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-03-01 00:00:00.000,ACTUAL,8.87,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,16.6
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-04-01 00:00:00.000,ACTUAL,8.65,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-2.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-05-01 00:00:00.000,ACTUAL,11.815,,,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,36.6
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-06-01 00:00:00.000,FORECAST 1,10.794,9.381,12.221,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-8.6
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-07-01 00:00:00.000,FORECAST 1,12.54,11.04,14.023,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,16.2
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-08-01 00:00:00.000,FORECAST 1,10.602,8.966,12.201,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-15.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-09-01 00:00:00.000,FORECAST 1,10.487,8.782,12.059,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-1.1
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-10-01 00:00:00.000,FORECAST 1,11.381,9.887,13.022,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,8.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-11-01 00:00:00.000,FORECAST 1,10.323,8.796,11.794,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-9.3
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-12-01 00:00:00.000,FORECAST 1,11.216,9.688,12.838,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,8.6
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-01-01 00:00:00.000,FORECAST 1,9.824,8.353,11.398,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-12.4
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-02-01 00:00:00.000,FORECAST 1,9.479,7.916,10.989,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-3.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-03-01 00:00:00.000,FORECAST 1,9.533,8.04,10.93,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,0.6
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-04-01 00:00:00.000,FORECAST 1,10.596,9.082,12.178,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,11.1
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-05-01 00:00:00.000,FORECAST 1,12.689,11.011,14.22,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,19.8
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-06-01 00:00:00.000,FORECAST 2,10.805,9.391,12.231,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-8.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-07-01 00:00:00.000,FORECAST 2,12.551,11.051,14.034,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,16.2
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-08-01 00:00:00.000,FORECAST 2,10.612,8.976,12.211,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-15.4
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-09-01 00:00:00.000,FORECAST 2,10.497,8.792,12.069,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-1.1
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-10-01 00:00:00.000,FORECAST 2,11.39,9.896,13.031,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,8.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-11-01 00:00:00.000,FORECAST 2,9.699,8.172,11.17,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-14.8
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2025-12-01 00:00:00.000,FORECAST 2,10.592,9.064,12.214,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,9.2
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-01-01 00:00:00.000,FORECAST 2,9.832,8.361,11.406,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-7.2
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-02-01 00:00:00.000,FORECAST 2,9.487,7.924,10.997,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,-3.5
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-03-01 00:00:00.000,FORECAST 2,9.54,8.048,10.937,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,0.6
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-04-01 00:00:00.000,FORECAST 2,10.603,9.09,12.185,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,11.1
Antioquia-Agua-ACHE2O Con Gas 5L x 1uds,2026-05-01 00:00:00.000,FORECAST 2,12.063,10.384,13.594,Antioquia,Agua,ACHE2O Con Gas 5L x 1uds,13.8
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-01-01 00:00:00.000,ACTUAL,7.59,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-02-01 00:00:00.000,ACTUAL,14.76,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,94.5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-03-01 00:00:00.000,ACTUAL,17.64,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,19.5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-04-01 00:00:00.000,ACTUAL,15.51,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-12.1
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-05-01 00:00:00.000,ACTUAL,11.55,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-25.5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-06-01 00:00:00.000,ACTUAL,22.92,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,98.4
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-07-01 00:00:00.000,ACTUAL,10.53,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-54.1
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-08-01 00:00:00.000,ACTUAL,33.51,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,218.2
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-09-01 00:00:00.000,ACTUAL,18.36,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-45.2
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-10-01 00:00:00.000,ACTUAL,26.97,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,46.9
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-11-01 00:00:00.000,ACTUAL,21.66,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-19.7
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2023-12-01 00:00:00.000,ACTUAL,24.33,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,12.3
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-01-01 00:00:00.000,ACTUAL,21.12,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-13.2
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-02-01 00:00:00.000,ACTUAL,21.87,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,3.6
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-03-01 00:00:00.000,ACTUAL,20.22,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-7.5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-04-01 00:00:00.000,ACTUAL,29.76,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,47.2
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-05-01 00:00:00.000,ACTUAL,36.3,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,22
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-06-01 00:00:00.000,ACTUAL,25.32,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-30.2
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-07-01 00:00:00.000,ACTUAL,35.22,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,39.1
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-08-01 00:00:00.000,ACTUAL,46.11,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,30.9
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-09-01 00:00:00.000,ACTUAL,37.8,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-18
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-10-01 00:00:00.000,ACTUAL,33.84,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-10.5
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-11-01 00:00:00.000,ACTUAL,27.96,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-17.4
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2024-12-01 00:00:00.000,ACTUAL,18.78,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-32.8
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-01-01 00:00:00.000,ACTUAL,27.36,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,45.7
Antioquia-Agua-ACHE2O Con Gas 5L x 6uds,2025-02-01 00:00:00.000,ACTUAL,24.21,,,Antioquia,Agua,ACHE2O Con Gas 5L x 6uds,-11.5
